-0.05649, -0.008527, -0.002931
-0.054625, -0.007594, -0.002265
-0.056623, -0.008926, -0.004397
-0.053159, -0.011591, -0.000799
-0.055691, -0.007994, -0.002531
-0.053959, -0.007194, -0.007328
-0.055691, -0.00413, -0.003064
-0.054891, -0.010126, -0.005196
-0.055957, -0.007861, -0.002665
-0.058489, -0.005995, -0.003198
-0.057023, -0.007861, -0.004263
-0.05609, -0.006528, -0.002931
-0.057289, -0.007994, -0.002798
-0.055424, -0.008926, -0.00413
-0.055691, -0.008793, -0.000666
-0.052626, -0.005729, -0.004397
-0.05689, -0.006129, -0.002798
-0.055691, -0.009326, -0.003464
-0.054758, -0.006395, -0.002665
-0.056623, -0.009593, -0.007461
-0.055824, -0.007328, -0.005462
-0.055424, -0.007061, -0.00493
-0.056623, -0.00866, -0.006262
-0.057289, -0.005862, -0.005196
-0.057023, -0.011991, -0.005862
-0.056224, -0.008527, -0.003864
-0.055691, -0.006928, -0.004796
-0.05649, -0.009193, -0.00453
-0.057956, -0.007061, -0.001865
-0.055824, -0.011058, -0.005063
-0.056623, -0.005196, -0.002265
-0.055557, -0.007861, -0.00453
-0.056224, -0.007461, -0.00373
-0.054225, -0.005729, -0.002798
-0.056224, -0.008926, -0.00373
-0.053026, -0.009459, -0.003331
-0.055824, -0.00906, -0.00493
-0.055158, -0.009726, -0.002531
-0.054492, -0.005329, -0.000533
-0.058222, -0.009193, -0.00453
-0.055957, -0.005862, -0.002931
-0.058089, -0.007061, -0.002931
-0.057556, -0.007194, -0.002531
-0.057689, -0.003597, -0.005329
-0.057822, -0.006129, -0.005063
-0.05649, -0.006795, -0.00413
-0.05689, -0.005462, -0.00453
-0.05689, -0.005995, -0.005196
-0.056623, -0.007461, -0.002132
-0.059155, -0.005596, -0.004263
-0.053825, -0.007727, -0.002531
-0.056623, -0.005995, -0.001998
-0.054492, -0.005729, -0.002398
-0.055691, -0.00413, -0.003198
-0.055025, -0.006662, -0.005196
-0.055557, -0.00413, -0.004397
-0.054492, -0.009593, -0.003198
-0.055158, -0.008527, -0.001732
-0.057822, -0.011991, -0.001199
-0.056757, -0.007594, -0.005462
-0.056357, -0.010392, -0.003997
-0.057156, -0.010126, -0.00413
-0.055691, -0.006928, -0.001199
-0.053292, -0.007461, -0.002531
-0.055025, -0.005862, -0.004263
-0.055557, -0.005729, -0.004796
-0.055824, -0.007594, -0.004397
-0.060753, -0.007861, -0.002665
-0.058888, -0.00413, -0.000533
-0.057023, -0.005862, -0.005063
-0.055824, -0.005329, -0.001599
-0.05236, -0.007727, -0.00373
-0.054891, -0.003198, -0.005462
-0.054492, -0.005862, -0.003997
-0.054758, -0.00866, -0.00373
-0.059155, -0.004397, -0.003864
-0.055957, -0.007727, -0.004397
-0.059155, -0.007061, -0.005329
-0.055424, -0.007994, -0.004663
-0.057822, -0.007727, -0.006262
-0.055158, -0.00906, -0.007594
-0.055824, -0.007994, -0.002398
-0.057822, -0.008926, -0.002798
-0.058888, -0.008394, -0.005462
-0.058888, -0.00906, -0.00493
-0.054225, -0.005196, -0.006795
-0.056357, -0.006129, -0.00373
-0.054225, -0.005729, -0.002132
-0.057156, -0.007861, -0.002931
-0.05609, -0.005862, -0.004663
-0.054758, -0.00866, -0.007061
-0.053825, -0.005862, -0.003064
-0.057822, -0.007061, -0.004397
-0.056623, -0.00826, -0.000933
-0.05649, -0.002931, -0.002398
-0.056224, -0.006662, -0.00373
-0.056623, -0.004796, -0.001998
-0.056757, -0.007328, -0.003198
-0.057423, -0.007461, -0.003597
-0.05649, -0.005596, -0.005729
-0.055957, -0.007194, -0.004263
-0.059821, -0.006129, -0.004796
-0.055291, -0.008394, -0.002265
-0.053959, -0.007594, -0.001732
-0.057423, -0.010525, -0.001998
-0.057156, -0.009193, -0.004796
-0.056623, -0.007861, -0.003464
-0.057156, -0.011325, -0.00413
-0.055158, -0.005462, -0.001998
-0.056224, -0.005729, -0.002398
-0.05609, -0.009726, -0.003064
-0.057023, -0.006662, -0.006395
-0.054891, -0.007194, -0.001732
-0.05609, -0.006528, -0.003198
-0.057023, -0.007994, -0.001865
-0.058888, -0.005329, -0.002132
-0.054758, -0.006395, -0.003198
-0.05689, -0.00906, -0.002798
-0.059554, -0.007994, -0.005995
-0.055957, -0.007194, -0.00413
-0.05649, -0.008527, -0.003464
-0.053559, -0.007727, -0.00413
-0.054492, -0.007727, -0.005862
-0.05649, -0.007994, -0.004397
-0.060087, -0.005329, -0.005063
-0.053159, -0.008394, -0.004663
-0.055424, -0.006528, 0.001199
-0.055824, -0.009326, -0.001466
-0.057156, -0.003198, -0.001732
-0.053026, -0.006528, -0.002531
-0.056757, -0.00413, -0.001066
-0.055025, -0.006262, -0.003997
-0.057156, -0.009593, -0.003464
-0.054891, -0.007994, -0.005596
-0.05649, -0.010259, -0.004796
-0.05649, -0.004397, -0.001998
-0.055424, -0.00493, -0.001865
-0.057556, -0.009992, -0.002265
-0.054225, -0.004263, -0.005596
-0.058222, -0.009859, -0.002398
-0.055691, -0.005462, -0.002931
-0.055291, -0.007861, -0.004796
-0.055691, -0.006528, -0.003864
-0.057423, -0.006528, -0.005196
-0.05689, -0.007461, -0.003064
-0.057023, -0.005995, -0.001332
-0.053026, -0.005329, -0.00493
-0.054492, -0.005862, -0.006528
-0.058622, -0.008793, -0.004263
-0.058089, -0.007461, -0.005462
-0.05609, -0.00493, -0.005462
-0.054492, -0.007194, -0.004663
